f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,label
0.04967141530112327,-0.013826430117118467,0.06476885381006925,0.15230298564080255,-0.023415337472333597,-0.023413695694918055,0.15792128155073915,0.07674347291529088,-0.04694743859349521,0.05425600435859647,-0.046341769281246226,-0.04657297535702569,0.02419622715660341,-0.1913280244657798,-0.1724917832513033,-0.05622875292409727,-0.10128311203344238,0.03142473325952739,-0.09080240755212111,-0.14123037013352918,0.14656487689215542,-0.02257763004865357,0.006752820468792384,-0.14247481862134567,-0.05443827245251827,0.01109225897098661,-0.11509935774223029,0.0375698018345672,-0.0600638689918805,-0.02916937497932768,-0.060170661222939695,0.18522781845089378,-0.0013497224737933915,-0.10577109289559,0.08225449121031891,-0.12208436499710223,0.020886359500475543,-0.19596701238797756,-0.13281860488984307,0.019686123586912352,0.07384665799954104,0.01713682811899705,0
-0.011564828238824054,-0.03011036955892888,-0.14785219903674274,-0.07198442083947086,-0.046063877095978756,0.10571222262189157,0.03436182895684614,-0.1763040155362734,0.0324083969394795,-0.038508228041631655,-0.06769220003059588,0.06116762888408679,0.1030999522495951,0.09312801191161986,-0.08392175232226386,-0.03092123758512146,0.033126343140356396,0.09755451271223592,-0.047917423784529,-0.01856589766638171,-0.11063349740060283,-0.11962066240806708,0.08125258223941981,0.1356240028570823,-0.007201012158033385,0.10035328978920242,0.036163602504763415,-0.06451197546051243,0.036139560550841394,0.15380365664659693,-0.003582603910995153,0.15646436558140062,-0.26197451040897446,0.08219025043752239,0.008704706823817134,-0.029900735046586788,0.00917607765355023,-0.1987568914600893,-0.021967188783751194,0.035711257151174645,0.14778940447415162,-0.05182702182736474,0
-0.08084936028931877,-0.05017570435845366,0.09154021177020742,0.03287511096596845,-0.05297602037670388,0.05132674331133561,0.009707754934804039,0.09686449905328892,-0.07020530938773524,-0.032766214659776825,-0.03921081531321577,-0.14635149481321186,0.029612027706457607,0.026105527217988936,0.0005113456642460901,-0.023458713337514744,-0.14153707420504144,-0.04206453227653591,-0.03427145165267695,-0.0802277269221619,-0.016128571166600915,0.040405085681453845,0.18861859012105303,0.017457781283183895,0.0257550390722764,-0.0074445915766167105,-0.19187712152990416,-0.002651387544921688,0.006023020994102644,0.24632421124852863,-0.019236096478112252,0.03015473423336125,-0.0034711769705243313,-0.11686780376195322,0.11428228145150206,0.07519330326867742,0.0791031947043047,-0.09093874547947389,0.14027943109360994,-0.1401851062792281,0.05868570938002703,0.21904556258099786,0
-0.09905363251306884,-0.05662977296027719,0.009965136508764122,-0.05034756541161992,-0.15506634310661327,0.006856297480602733,-0.10623037137261049,0.04735924306351816,-0.09194242342338034,0.154993440501754,-0.07832532923362372,-0.03220615162056756,0.08135172173696698,-0.12308643164339553,0.022745993460412943,0.13071427542824282,-0.16074832345612278,0.018463385853230423,0.02598827942484235,0.07818228717773101,-0.1236950710878082,-0.13204566130842763,0.05219415656168977,0.029698467323318607,0.025049285034587667,0.034644820949697584,-0.06800247215784909,0.023225369716100355,0.029307247329868127,-0.07143514180263678,0.18657745111447566,0.04738329209117875,-0.11913034972026487,0.06565536086338297,-0.09746816702273214,0.07870846037424521,0.11585955790074041,-0.08206823183517105,0.09633761292443219,0.041278092693649834,0.082206015999449,0.18967929826539476,0
-0.02453881160028705,-0.07537361643574897,-0.08895144296255234,-0.08158102849654383,-0.007710170941410412,0.034115197481664354,0.027669079933001908,0.08271832490360238,0.001300189187790702,0.1453534077157317,-0.02646568332379561,0.2720169166589619,0.06256673477650063,-0.08571575564162826,-0.10708924980611123,0.04824724152431853,-0.022346278532585084,0.07140004940920919,0.047323762457354486,-0.007282891265687277,-0.0846793718068405,-0.15148472246858646,-0.04465149520670211,0.08563987943234724,0.021409374413020398,-0.12457387787119881,0.0173180925851182,0.03853173797288368,-0.08838574362011331,0.015372510594552791,0.00582087184459999,-0.11429702978306232,0.03577873603482833,0.05607845263682344,0.1083051243175277,0.1053802052034903,-0.13776693679570912,-0.09378250399151228,0.05150352672086598,0.051378595091220884,0.05150476863060478,0.3852731490654721,0
0.0570890510693167,0.1135565640180599,0.09540017634932024,0.0651391251305798,-0.03152692446403456,0.07589692204932673,-0.07728252145375719,-0.02368186067400089,-0.04853635478291035,0.008187413938632256,0.23146585666735087,-0.18672651925917483,0.06862601903745136,-0.1612715871189652,-0.04719318657894336,0.10889505969673663,0.006428001909546278,-0.10777447779293062,-0.07153037092599683,0.06795977489346759,-0.07303666317171367,0.021645858958197487,0.004557183990381377,-0.06516003476058169,0.2143944089325326,0.06339190223180112,-0.20251425866576073,0.018645431476942764,-0.0661786464768388,0.0852433334796224,-0.07925207384327007,-0.011473644146689901,0.050498727898045714,0.08657551941701215,-0.12002964070557763,-0.03345012358409484,-0.04749453111609562,-0.0653329232573712,0.1765454240281097,0.040498171096095555,-0.12608839543350453,0.09178619470547761,0
0.21221561970126335,0.1032465260551147,-0.15193699659540136,-0.04842340728662514,0.12669111491866228,-0.07076694656187808,0.04438194281462285,0.07746340534293368,-0.0926930471578083,-0.005952535606180008,-0.3241267340069073,-0.10243876413342899,-0.025256815139316033,-0.12477831819648495,0.16324113039316354,-0.14301413779606328,-0.04400444866969838,0.013074057728609135,0.14412732890661156,-0.14358621511794395,0.11631637521549597,0.001023306101958705,-0.0981508651047951,0.04621034742632708,0.019905969557347004,-0.06002168771587947,0.006980208499001887,-0.03853135968617599,0.0113517345251248,0.06621306745210463,0.15860168161453522,-0.12378154988268492,0.21330333746562669,-0.1952087799522502,-0.015178509503558325,0.058831720648457625,0.028099186773503274,-0.062269951982059396,-0.020812225035727536,-0.049300093465883314,-0.058936475694421175,0.0849602097021025,0
0.035701548596504734,-0.06929095952606543,0.08995998754332507,0.030729952087660935,0.08128621188389601,0.06296288419236122,-0.08289950109220726,-0.05601810401969697,0.07472936051232619,0.06103702654334649,-0.002090159396414813,0.0117327383308782,0.12776648957884248,-0.059157138883582996,0.054709738117003776,-0.0202192652433894,-0.02176812032272204,0.10987768519871904,0.08254163489880299,0.08135096360006386,0.1305478807154329,0.002100384163275905,0.06819529712949639,-0.031026675659345606,0.032416635248844215,-0.013014305436768459,0.00969959649927182,0.059515702543691366,-0.08182206832334726,0.20923872756854603,-0.1006017381499702,-0.12141886127877322,0.11581108735000678,0.07916626939629359,0.062411981705215516,0.06283455092642799,-0.0012246772846914624,-0.08972543714858316,0.007580455819372634,-0.06771617115121117,0.09751197334177512,-0.014705738150213865,0
-0.08254971967925116,-0.03213858416529935,0.041293145427562454,-0.0563724552803975,-0.08222203955664315,0.02436872114919123,0.024496657110872278,-0.05069431753711298,-0.04710383056183228,0.02320499373576363,-0.1448084341497324,-0.14074637743765553,-0.0718444221252436,-0.021344715171184726,0.03109075655980046,0.1475356216949552,0.08576596232020195,-0.015993852996342713,-0.001901620790268883,-0.10025293646378089,-0.0018513135992389903,-0.028865863892013788,0.03227185603380895,-0.0827230943552323,0.05193465142411723,0.1532738913002578,-0.01087601484568576,0.04017117220989415,0.06901439917111125,-0.04012204718858363,0.022409248181041678,0.0012592400781794861,0.009767609854883173,-0.07730097838554666,0.0024510174258942697,0.04979982912454495,0.14511436077950418,0.09592708260852069,0.21531824575115566,-0.07673475628880495,0.08723206367206782,0.018334200573835176,0
0.21898029332176724,-0.08082982853551515,-0.08397218421807762,-0.05993926454440222,-0.2123895724309807,-0.052575502168076105,-0.07591326615536981,0.015039378647620763,0.034175597577715947,0.18761708392158863,0.09504238381860503,-0.05769036556624031,-0.0898414671348358,0.04919191715065058,-0.1320233207020642,0.18314587658543538,0.1179440120721287,-0.04691756521047048,-0.1713134529090878,0.13538723741654132,-0.01145398452526179,0.12378163119734618,-0.15944276587943673,-0.05993750229537729,0.0005243699718183166,0.004698059376474206,-0.04500654714792437,0.062284993234749876,-0.10676204293825944,-0.01423794850212935,0.012029563171189887,0.051443883405874906,0.07116148780888897,-0.11246420918378691,-0.15341141707356223,0.1277676821898509,0.033231401197959164,-0.07484865365565536,0.1551151975522523,0.011567463429285867,0.11792971840638265,0.006751848141010895,0
0.2060747924881987,0.17553408424432046,-0.02489641484790735,0.09715709509543555,0.06453759495851476,0.13686315575323488,-0.09649234605801045,0.06860514599984394,0.10584244868495879,-0.17587394864231143,-0.11832585126657752,-0.20392321777601008,-0.026940683444455767,0.07175422557959621,0.15023570520960283,0.007409478041977519,0.1628615545571292,-0.13801014582148916,-0.17033824393551547,-0.005554769889661878,0.03840654489393073,-0.0032694748094093114,-0.20674421000398768,-0.00891200395127884,-0.13044695005048532,0.06696725488300385,0.03665982460968483,-0.09398797863273553,-0.05138669173366936,-0.10592135218889516,-0.006267909727317188,0.09551423205012383,-0.09857260463355438,0.050404651551784446,-0.053025761837244084,-0.07928728322623442,-0.010703035995455783,-0.10352423224193741,-0.05536493053471821,-0.11978778925888485,0.19647251329163895,0.0035263551971728615,0
